t,cif_stockout,cif_replenished,survival_any,total
101.0,0.4633438443119847,0.5363677263881649,0.0002884292998160493,0.9999999999999657
102.0,0.4633438443119847,0.5363677263881649,0.0002884292998160493,0.9999999999999657
103.0,0.4634015301719479,0.5363677263881649,0.00023074343985283967,0.9999999999999657
104.0,0.4634015301719479,0.5363677263881649,0.00023074343985283967,0.9999999999999657
105.0,0.4634015301719479,0.5363677263881649,0.00023074343985283967,0.9999999999999657
106.0,0.4634015301719479,0.5363677263881649,0.00023074343985283967,0.9999999999999657
107.0,0.4634592160319111,0.5363677263881649,0.00017305757988962992,0.9999999999999656
108.0,0.4634592160319111,0.5363677263881649,0.00017305757988962992,0.9999999999999656
109.0,0.4634592160319111,0.5363677263881649,0.00017305757988962992,0.9999999999999656
110.0,0.4634592160319111,0.5363677263881649,0.00017305757988962992,0.9999999999999656
111.0,0.4634592160319111,0.5363677263881649,0.00017305757988962992,0.9999999999999656
112.0,0.4634592160319111,0.5363677263881649,0.00017305757988962992,0.9999999999999656
113.0,0.4634592160319111,0.5363677263881649,0.00017305757988962992,0.9999999999999656
114.0,0.4634592160319111,0.5363677263881649,0.00017305757988962992,0.9999999999999656
115.0,0.4634592160319111,0.5363677263881649,0.00017305757988962992,0.9999999999999656
116.0,0.4634592160319111,0.5363677263881649,0.00017305757988962992,0.9999999999999656
117.0,0.4634592160319111,0.5363677263881649,0.00017305757988962992,0.9999999999999656
118.0,0.4634592160319111,0.5364254122481281,0.00011537171992642002,0.9999999999999656
119.0,0.4634592160319111,0.5364254122481281,0.00011537171992642002,0.9999999999999656
120.0,0.4634592160319111,0.5364254122481281,0.00011537171992642002,0.9999999999999656
121.0,0.4634592160319111,0.5364254122481281,0.00011537171992642002,0.9999999999999656
122.0,0.4634592160319111,0.5364254122481281,0.00011537171992642002,0.9999999999999656
123.0,0.4634592160319111,0.5364254122481281,0.00011537171992642002,0.9999999999999656
124.0,0.4634592160319111,0.5364254122481281,0.00011537171992642002,0.9999999999999656
125.0,0.4634592160319111,0.5364254122481281,0.00011537171992642002,0.9999999999999656
126.0,0.4634592160319111,0.5364254122481281,0.00011537171992642002,0.9999999999999656
127.0,0.4634592160319111,0.5364254122481281,0.00011537171992642002,0.9999999999999656
128.0,0.4634592160319111,0.5364254122481281,0.00011537171992642002,0.9999999999999656
129.0,0.4634592160319111,0.5364254122481281,0.00011537171992642002,0.9999999999999656
130.0,0.4634592160319111,0.5364254122481281,0.00011537171992642002,0.9999999999999656
131.0,0.4634592160319111,0.5364254122481281,0.00011537171992642002,0.9999999999999656
132.0,0.4634592160319111,0.5364254122481281,0.00011537171992642002,0.9999999999999656
133.0,0.4634592160319111,0.5364254122481281,0.00011537171992642002,0.9999999999999656
134.0,0.4634592160319111,0.5364254122481281,0.00011537171992642002,0.9999999999999656
135.0,0.4634592160319111,0.5364254122481281,0.00011537171992642002,0.9999999999999656
136.0,0.4634592160319111,0.5364254122481281,0.00011537171992642002,0.9999999999999656
137.0,0.4634592160319111,0.5364254122481281,0.00011537171992642002,0.9999999999999656
138.0,0.4634592160319111,0.5364254122481281,0.00011537171992642002,0.9999999999999656
139.0,0.4634592160319111,0.5364254122481281,0.00011537171992642002,0.9999999999999656
140.0,0.4634592160319111,0.5364254122481281,0.00011537171992642002,0.9999999999999656
141.0,0.4634592160319111,0.5364254122481281,0.00011537171992642002,0.9999999999999656
142.0,0.4634592160319111,0.5364254122481281,0.00011537171992642002,0.9999999999999656
143.0,0.4634592160319111,0.5364254122481281,0.00011537171992642002,0.9999999999999656
144.0,0.4634592160319111,0.5364254122481281,0.00011537171992642002,0.9999999999999656
145.0,0.4634592160319111,0.5364254122481281,0.00011537171992642002,0.9999999999999656
146.0,0.4634592160319111,0.5364254122481281,0.00011537171992642002,0.9999999999999656
147.0,0.4634592160319111,0.5364254122481281,0.00011537171992642002,0.9999999999999656
148.0,0.4634592160319111,0.5364254122481281,0.00011537171992642002,0.9999999999999656
149.0,0.4634592160319111,0.5364254122481281,0.00011537171992642002,0.9999999999999656
150.0,0.4634592160319111,0.5364254122481281,0.00011537171992642002,0.9999999999999656
151.0,0.4634592160319111,0.5364254122481281,0.00011537171992642002,0.9999999999999656
152.0,0.4634592160319111,0.5364254122481281,0.00011537171992642002,0.9999999999999656
153.0,0.4634592160319111,0.5364254122481281,0.00011537171992642002,0.9999999999999656
154.0,0.4634592160319111,0.5364254122481281,0.00011537171992642002,0.9999999999999656
155.0,0.4634592160319111,0.5364254122481281,0.00011537171992642002,0.9999999999999656
156.0,0.4634592160319111,0.5364254122481281,0.00011537171992642002,0.9999999999999656
157.0,0.4635169018918743,0.5364254122481281,5.7685859963210005e-05,0.9999999999999656
158.0,0.4635169018918743,0.5364254122481281,5.7685859963210005e-05,0.9999999999999656
159.0,0.4635169018918743,0.5364254122481281,5.7685859963210005e-05,0.9999999999999656
160.0,0.4635169018918743,0.5364254122481281,5.7685859963210005e-05,0.9999999999999656
161.0,0.4635169018918743,0.5364254122481281,5.7685859963210005e-05,0.9999999999999656
162.0,0.4635169018918743,0.5364254122481281,5.7685859963210005e-05,0.9999999999999656
163.0,0.4635169018918743,0.5364254122481281,5.7685859963210005e-05,0.9999999999999656
164.0,0.4635169018918743,0.5364254122481281,5.7685859963210005e-05,0.9999999999999656
165.0,0.4635169018918743,0.5364254122481281,5.7685859963210005e-05,0.9999999999999656
166.0,0.4635169018918743,0.5364254122481281,5.7685859963210005e-05,0.9999999999999656
167.0,0.4635169018918743,0.5364254122481281,5.7685859963210005e-05,0.9999999999999656
168.0,0.4635169018918743,0.5364254122481281,5.7685859963210005e-05,0.9999999999999656
169.0,0.4635169018918743,0.5364254122481281,5.7685859963210005e-05,0.9999999999999656
170.0,0.4635169018918743,0.5364254122481281,5.7685859963210005e-05,0.9999999999999656
